start_Node,target_Node,PPREstimate,start_Time,end_Time,Time taken,frontier_Size,walkCount,walks_Hitting_Frontier,nodesCrossed_Count,PPRtoFrontier()
6308.0,444.0,0.016570766107401855,1.7107439854518332e-06,0.0021551952728722196,0.002153484528886768,22.0,0.0,0.0,0.0,N
6308.0,444.0,0.016570766107401855,12.255703877059094,12.257990115321252,0.0022862382621582356,22.0,0.0,0.0,0.0,N
6308.0,444.0,0.016570766107401855,18.278387315859796,18.27940623497753,0.001018919117733219,22.0,0.0,0.0,0.0,N
6318.0,2891.0,0.018323798797748328,27.910399441613162,27.91071524495288,0.00031580333971703567,7.0,0.0,0.0,0.0,N
6318.0,2891.0,0.018323798797748328,37.359816334525725,37.360335032102114,0.0005186975763891155,7.0,0.0,0.0,0.0,N
6318.0,2891.0,0.018323798797748328,44.318640437539884,44.318984639229754,0.00034420168987026045,7.0,0.0,0.0,0.0,N
8157.0,10683.0,0.06540019604116962,59.895588846633515,59.963310700190405,0.06772185355688976,637.0,0.0,0.0,0.0,N
8157.0,10683.0,0.06540019604116962,69.74159725322946,69.80492044185095,0.06332318862149577,637.0,0.0,0.0,0.0,N
8157.0,10683.0,0.06540019604116962,77.82991372718081,77.90603430725989,0.07612058007907763,637.0,0.0,0.0,0.0,N
8152.0,10306.0,0.00037934766015337347,118.5975310542802,119.12278693881181,0.5252558845316173,275.0,29162.583047459975,4348.0,62201.0,Y
8152.0,10306.0,0.00039396574427143536,127.83813043054293,128.34336103027846,0.5052305997355262,275.0,29162.583047459975,4509.0,61216.0,Y
8152.0,10306.0,0.0003845147007853138,135.96582001946825,136.48388633132663,0.5180663118583766,275.0,29162.583047459975,4496.0,61973.0,Y
8655.0,25124.0,0.015710517757622562,148.25302724701945,148.28126102360656,0.02823377658711479,31.0,0.0,0.0,0.0,N
8655.0,25124.0,0.015710517757622562,160.06802602383752,160.0870648936516,0.019038869814067994,31.0,0.0,0.0,0.0,N
8655.0,25124.0,0.015710517757622562,168.2290819634551,168.25191321053612,0.02283124708102946,31.0,0.0,0.0,0.0,N
16831.0,10335.0,0.00844431945984963,181.53159076950976,181.9544894199038,0.42289865039404617,1583.0,0.0,0.0,0.0,N
16831.0,10335.0,0.00844431945984963,192.53254091671928,192.95639518870362,0.42385427198433945,1583.0,0.0,0.0,0.0,N
16831.0,10335.0,0.00844431945984963,201.51563192316706,201.932924123372,0.4172922002049404,1583.0,0.0,0.0,0.0,N
16857.0,10645.0,0.006880174006465426,214.14030290433007,214.17219630445084,0.031893400120765136,110.0,0.0,0.0,0.0,N
16857.0,10645.0,0.006880174006465426,225.0597354163352,225.08995331379663,0.030217897461426446,110.0,0.0,0.0,0.0,N
16857.0,10645.0,0.006880174006465426,232.97103162994554,233.00170219026552,0.030670560319975948,110.0,0.0,0.0,0.0,N
16844.0,15247.0,0.04120016803528824,516.4206134385784,516.4222554106556,0.001641972077209175,34.0,0.0,0.0,0.0,N
16844.0,15247.0,0.04120016803528824,524.8761835354577,524.877651695946,0.0014681604883435284,34.0,0.0,0.0,0.0,N
16844.0,15247.0,0.04120016803528824,533.380357237559,533.3820409517896,0.0016837142305803354,34.0,0.0,0.0,0.0,N
27769.0,26895.0,0.02780015869999445,542.4840286652262,542.4893347087715,0.0053060435452607635,36.0,0.0,0.0,0.0,N
27769.0,26895.0,0.02780015869999445,551.6293389172017,551.6408549614142,0.011516044212498855,36.0,0.0,0.0,0.0,N
27769.0,26895.0,0.02780015869999445,561.908440297601,561.9149661016079,0.006525804006855651,36.0,0.0,0.0,0.0,N
2.0,27718.0,0.16180025205293236,569.6597918708867,569.6748320477092,0.015040176822481044,104.0,0.0,0.0,0.0,N
2.0,27718.0,0.16180025205293236,576.2041386318496,576.2250196307872,0.020880998937627737,104.0,0.0,0.0,0.0,N
