start_Node,target_Node,PPREstimate,start_Time,end_Time,Time taken,frontier_Size,walkCount,walks_Hitting_Frontier,nodesCrossed_Count,PPRtoFrontier()
23.0,10493.0,5.6377256342193035e-06,1.3685951883614665e-06,0.4717636572969219,0.47176228870173353,96.0,27669.92952647332,50.0,57012.0,Y
23.0,10493.0,4.8484440454286e-06,8.463902446534973,8.931706415803168,0.46780396926819456,96.0,27669.92952647332,43.0,56337.0,Y
23.0,10493.0,6.303130870182286e-06,15.4718721184656,15.948732082095182,0.4768599636295825,96.0,27669.92952647332,56.0,56564.0,Y
20.0,23768.0,0.0,24.735734191442518,25.232340930747373,0.49660673930485544,175.0,27669.92952647332,0.0,58532.0,Y
20.0,23768.0,0.0,34.83932931992794,35.32449562990449,0.48516630997654886,175.0,27669.92952647332,0.0,58506.0,Y
20.0,23768.0,0.0,46.271824217634006,46.75971163699381,0.48788741935980795,175.0,27669.92952647332,0.0,58077.0,Y
14751.0,10451.0,0.0,71.90338333838002,72.25113755921312,0.34775422083309593,49.0,27669.92952647332,0.0,39920.0,Y
14751.0,10451.0,0.0,88.05499220756114,88.41913467147728,0.3641424639161386,49.0,27669.92952647332,0.0,40369.0,Y
14751.0,10451.0,0.0,115.51046034409904,115.86177872895144,0.35131838485239086,49.0,27669.92952647332,0.0,39906.0,Y
14728.0,13004.0,0.05464692957474524,131.0700703629001,131.07709673059716,0.007026367697051228,63.0,0.0,0.0,0.0,N
14728.0,13004.0,0.05464692957474524,142.6538111099136,142.6605610213826,0.0067499114690008355,63.0,0.0,0.0,0.0,N
14728.0,13004.0,0.05464692957474524,154.36569034507417,154.3725189507665,0.006828605692334122,63.0,0.0,0.0,0.0,N
14772.0,14764.0,0.0,170.34927404578977,170.6731757053825,0.3239016595927353,61.0,27669.92952647332,0.0,33697.0,Y
14772.0,14764.0,0.0,185.0930042546203,185.39790844440338,0.30490418978308753,61.0,27669.92952647332,0.0,33472.0,Y
14772.0,14764.0,0.0,199.09258785953423,199.40168645142086,0.3090985918866238,61.0,27669.92952647332,0.0,33403.0,Y
20663.0,22659.0,0.0,219.71646813482715,220.0275747980039,0.3111066631767585,17.0,27669.92952647332,0.0,36107.0,Y
20663.0,22659.0,0.0,231.29202126112625,231.6038560169432,0.3118347558169603,17.0,27669.92952647332,0.0,36222.0,Y
20663.0,22659.0,0.0,244.17992133999155,244.49890221558454,0.3189808755929846,17.0,27669.92952647332,0.0,35945.0,Y
27769.0,26844.0,0.08147572957474526,270.9633103580416,271.0334334118565,0.07012305381488204,600.0,0.0,0.0,0.0,N
27769.0,26844.0,0.08147572957474526,280.35504609599667,280.42611484908673,0.07106875309006,600.0,0.0,0.0,0.0,N
27769.0,26844.0,0.08147572957474526,290.3472235480488,290.42278505699346,0.07556150894464508,600.0,0.0,0.0,0.0,N
2.0,27718.0,0.16189736659610104,300.7387598132552,300.76977046947945,0.03101065622428223,184.0,0.0,0.0,0.0,N
2.0,27718.0,0.16189736659610104,305.0426060789577,305.0731815219121,0.030575442954386745,184.0,0.0,0.0,0.0,N
2.0,27718.0,0.16189736659610104,309.05847665091073,309.08474717770014,0.026270526789403448,184.0,0.0,0.0,0.0,N
3647.0,553.0,0.0,320.1783077662645,320.677260619871,0.49895285360651087,12.0,27669.92952647332,0.0,60991.0,Y
3647.0,553.0,0.0,330.43410949787955,330.93349345897036,0.49938396109081395,12.0,27669.92952647332,0.0,60666.0,Y
3647.0,553.0,0.0,336.6186094730737,337.11965456657447,0.5010450935007498,12.0,27669.92952647332,0.0,60807.0,Y
5358.0,14518.0,0.0,358.05747347063766,358.5113300863413,0.45385661570361435,1.0,27669.92952647332,0.0,54354.0,Y
5358.0,14518.0,0.0,365.9854227505,366.43394389786175,0.44852114736175963,1.0,27669.92952647332,0.0,54343.0,Y
5358.0,14518.0,0.0,373.44128298955934,373.8838213230552,0.442538333495861,1.0,27669.92952647332,0.0,54203.0,Y
14505.0,23405.0,0.0,392.0648960466417,392.31644486870897,0.2515488220672637,3.0,27669.92952647332,0.0,27937.0,Y
14505.0,23405.0,0.0,402.4326953969012,402.6853842587603,0.2526888618590988,3.0,27669.92952647332,0.0,28071.0,Y
14505.0,23405.0,0.0,410.12849021711054,410.3947695713389,0.26627935422834526,3.0,27669.92952647332,0.0,27997.0,Y
25242.0,9101.0,0.0,686.7948383432471,687.2080370752436,0.41319873199654467,0.0,27669.92952647332,0.0,49456.0,Y
25242.0,9101.0,0.0,696.8186248697696,697.2373992585635,0.4187743887939632,0.0,27669.92952647332,0.0,49734.0,Y
25242.0,9101.0,0.0,704.4904867237713,704.910969803658,0.42048307988670786,0.0,27669.92952647332,0.0,49620.0,Y
9103.0,803.0,0.0,720.7381001503744,721.2674710584886,0.5293709081141742,19.0,27669.92952647332,0.0,62629.0,Y
9103.0,803.0,0.0,727.23392165819,727.767434277493,0.5335126193029964,19.0,27669.92952647332,0.0,62470.0,Y
9103.0,803.0,0.0,738.729737349476,739.254842346388,0.5251049969120913,19.0,27669.92952647332,0.0,62383.0,Y
19836.0,17872.0,0.0,757.8902102675432,758.3393876562978,0.449177388754606,17.0,27669.92952647332,0.0,53999.0,Y
19836.0,17872.0,0.0,769.7053414559458,770.1637821812328,0.4584407252870051,17.0,27669.92952647332,0.0,53975.0,Y
19836.0,17872.0,0.0,778.3770732934046,778.8323997803404,0.45532648693586,17.0,27669.92952647332,0.0,54118.0,Y
25688.0,11256.0,0.02552623575281184,801.3531440908337,801.3587679906115,0.0056238997777882105,50.0,0.0,0.0,0.0,N
25688.0,11256.0,0.02552623575281184,812.0162749918312,812.0218041163922,0.005529124561007848,50.0,0.0,0.0,0.0,N
25688.0,11256.0,0.02552623575281184,824.7440213774569,824.7495238144116,0.005502436954770928,50.0,0.0,0.0,0.0,N
20.0,20571.0,0.025473463592328896,841.9996865917019,842.0083734075112,0.008686815809255677,61.0,0.0,0.0,0.0,N
20.0,20571.0,0.025473463592328896,848.9836473403918,848.9916156437273,0.007968303335474047,61.0,0.0,0.0,0.0,N
20.0,20571.0,0.025473463592328896,856.9993844743141,857.007356883435,0.007972409120952761,61.0,0.0,0.0,0.0,N
16.0,10355.0,0.0,868.7511332823532,869.1876997507446,0.4365664683914474,300.0,27669.92952647332,0.0,50829.0,Y
16.0,10355.0,0.0,880.0949746895427,880.5463705710977,0.4513958815549586,300.0,27669.92952647332,0.0,50841.0,Y
16.0,10355.0,0.0,892.3666781286514,892.8028394928671,0.4361613642156499,300.0,27669.92952647332,0.0,50741.0,Y
4691.0,1912.0,0.0,906.8305087239389,907.3272280301981,0.49671930625913774,147.0,27669.92952647332,0.0,60863.0,Y
4691.0,1912.0,0.0,914.6542719843433,915.1466812422054,0.49240925786216394,147.0,27669.92952647332,0.0,60138.0,Y
4691.0,1912.0,0.0,923.6062818519146,924.1190910475057,0.5128091955911032,147.0,27669.92952647332,0.0,61081.0,Y
17291.0,17214.0,0.009461369061335977,946.981254351705,946.9858795191441,0.00462516743903052,37.0,0.0,0.0,0.0,N
17291.0,17214.0,0.009461369061335977,957.941038182095,957.9454885114988,0.004450329403766773,37.0,0.0,0.0,0.0,N
17291.0,17214.0,0.009461369061335977,968.276813773542,968.2812008054183,0.004387031876262881,37.0,0.0,0.0,0.0,N
17283.0,10518.0,0.022641715651955576,985.7406046795691,985.7776518670205,0.03704718745143509,182.0,0.0,0.0,0.0,N
17283.0,10518.0,0.022641715651955576,996.11622555133,996.1585144583528,0.042288907022793865,182.0,0.0,0.0,0.0,N
17283.0,10518.0,0.022641715651955576,1008.9561396035522,1008.9981708725307,0.04203126897857601,182.0,0.0,0.0,0.0,N
17270.0,16959.0,0.01567620837545415,1027.3796168275621,1027.3843425867476,0.0047257591854759085,15.0,0.0,0.0,0.0,N
17270.0,16959.0,0.01567620837545415,1037.1954316292613,1037.199822766923,0.004391137661741595,15.0,0.0,0.0,0.0,N
17270.0,16959.0,0.01567620837545415,1053.0993069776116,1053.1037600442057,0.004453066594123811,15.0,0.0,0.0,0.0,N
23434.0,23429.0,0.0,1069.7307767975215,1070.2074595280742,0.4766827305527386,11.0,27669.92952647332,0.0,57431.0,Y
23434.0,23429.0,0.0,1080.394555386192,1080.852559187465,0.4580038012729801,11.0,27669.92952647332,0.0,56523.0,Y
23434.0,23429.0,0.0,1092.4581714541837,1092.920916411338,0.46274495715442754,11.0,27669.92952647332,0.0,57077.0,Y
27764.0,5711.0,0.0,1117.9697909984072,1118.4697829579106,0.49999195950340436,17.0,27669.92952647332,0.0,59756.0,Y
27764.0,5711.0,0.0,1130.4897446030304,1130.9852451752743,0.49550057224382726,17.0,27669.92952647332,0.0,59994.0,Y
27764.0,5711.0,0.0,1141.6411297068983,1142.143820193964,0.50269048706582,17.0,27669.92952647332,0.0,59332.0,Y
4485.0,21836.0,0.021389634933251293,1160.1771844917637,1160.1809515500197,0.003767058256016753,24.0,0.0,0.0,0.0,N
4485.0,21836.0,0.021389634933251293,1170.6327381655008,1170.6361326237168,0.0033944582160074788,24.0,0.0,0.0,0.0,N
4485.0,21836.0,0.021389634933251293,1181.1768508966863,1181.1802569879615,0.003406091275110157,24.0,0.0,0.0,0.0,N
4491.0,10387.0,0.0,1201.2480472712778,1201.7245650861103,0.4765178148325049,16.0,27669.92952647332,0.0,56710.0,Y
4491.0,10387.0,1.5724630114344864e-07,1211.1837595651973,1211.6595318378008,0.4757722726035354,16.0,27669.92952647332,1.0,57149.0,Y
4491.0,10387.0,0.0,1238.9352247318836,1239.405582841922,0.47035811003843264,16.0,27669.92952647332,0.0,57240.0,Y
8527.0,19049.0,0.0,1257.0868996357826,1257.540045266286,0.45314563050328616,0.0,27669.92952647332,0.0,55538.0,Y
8527.0,19049.0,0.0,1278.678587815055,1279.1379253123391,0.4593374972841957,0.0,27669.92952647332,0.0,55189.0,Y
8527.0,19049.0,0.0,1289.8941497687929,1290.3429261591573,0.44877639036440087,0.0,27669.92952647332,0.0,55214.0,Y
19063.0,16516.0,0.02086263032175849,1308.2780455092116,1308.2885501615797,0.010504652368126699,70.0,0.0,0.0,0.0,N
19063.0,16516.0,0.02086263032175849,1317.965537404562,1317.9752390337035,0.009701629141545709,70.0,0.0,0.0,0.0,N
19063.0,16516.0,0.02086263032175849,1328.9253342366062,1328.9349920707016,0.009657834095378348,70.0,0.0,0.0,0.0,N
24828.0,18961.0,0.012372559541747045,1355.3968258856094,1355.3977188939698,0.0008930083604354877,8.0,0.0,0.0,0.0,N
24828.0,18961.0,0.012372559541747045,1374.1563195738195,1374.1571773408539,0.0008577670344038779,8.0,0.0,0.0,0.0,N
24828.0,18961.0,0.012372559541747045,1390.8596574064095,1390.8604819850104,0.0008245786009410949,8.0,0.0,0.0,0.0,N
2516.0,962.0,0.0,1410.1311158669794,1410.6108361945526,0.4797203275732045,39.0,27669.92952647332,0.0,54164.0,Y
2516.0,962.0,0.0,1418.6509685377073,1419.125987056511,0.47501851880360846,39.0,27669.92952647332,0.0,54057.0,Y
2516.0,962.0,0.0,1425.202884998657,1425.6709828737419,0.4680978750848226,39.0,27669.92952647332,0.0,54141.0,Y
4722.0,1338.0,2.7048415124772735e-05,1586.8397118422831,1587.3305075264182,0.49079568413503694,28.0,27669.92952647332,213.0,59383.0,Y
4722.0,1338.0,1.942914325863957e-05,1600.5434031145805,1601.0380996371512,0.4946965225706208,28.0,27669.92952647332,153.0,59337.0,Y
4722.0,1338.0,2.1079985496301754e-05,1609.3671971683766,1609.8517140799363,0.48451691155969456,28.0,27669.92952647332,166.0,58451.0,Y
